PartitionKey,RowKey,Timestamp,AcademicYear,All,Disabilities,EconomicallyDisadvantaged,Female,FosterCare,Grade,HispanicNOTPuertoRican,Homeless,Male,Migrants,MilitaryParent,NOTDisabilities,NOTEconomicallyDisadvantaged,OtherOrigin,PuertoRican,Section504,SpanishLearners,WhiteNOTHispanic
46672,33100,2021-06-24T13:18:30.2951786Z,2021,60,24,56,30,0,8vo,3,0,30,0,0,36,4,0,57,0,0,0
46672,33101,2021-06-24T13:18:30.2951786Z,2021,41,10,36,22,0,K,1,2,19,0,0,31,5,0,40,0,0,0
46672,33102,2021-06-24T13:18:30.2951786Z,2021,3,2,1,1,0,Sin Grado,0,0,2,0,0,1,2,0,3,0,0,0
46672,9096,2020-11-18T16:21:55.4460073Z,2020,43,13,37,24,0,1ro,0,0,19,0,0,30,6,1,42,0,0,0
46672,9097,2020-11-18T16:21:55.4460073Z,2020,50,17,39,25,0,2do,1,0,25,0,0,33,11,0,49,0,2,0
46672,9098,2020-11-18T16:21:55.4460073Z,2020,50,15,39,30,0,3ro,1,0,20,0,0,35,11,0,49,0,2,0
46672,9099,2020-11-18T16:21:55.4470073Z,2020,43,15,37,21,0,4to,1,0,22,0,0,28,6,0,42,0,0,0
46672,9100,2020-11-18T16:21:55.4470073Z,2020,39,16,32,18,0,5to,0,0,21,0,0,23,7,1,38,0,1,0
46672,9101,2020-11-18T16:21:56.1214569Z,2020,62,26,55,29,0,6to,3,0,33,0,0,36,7,0,59,0,1,0
46672,9102,2020-11-18T16:21:56.1214569Z,2020,58,24,53,31,0,7mo,2,1,27,0,0,34,5,0,56,0,0,0
46672,9103,2020-11-18T16:21:56.1214569Z,2020,79,34,61,29,0,8vo,0,1,50,0,0,45,18,0,79,0,1,0
46672,9104,2020-11-18T16:21:56.1224582Z,2020,57,14,54,29,0,K,0,0,28,0,0,43,3,0,57,0,0,0
46672,9105,2020-11-18T16:21:56.1224582Z,2020,7,6,4,1,0,Sin Grado,0,0,6,0,0,1,3,0,7,0,0,0
26492,1578,2020-11-18T16:20:47.6598063Z,2019,38,18,32,14,0,10mo,1,0,24,0,0,20,6,0,37,0,0,0
26492,1579,2020-11-18T16:20:47.6598063Z,2019,17,10,12,10,0,11mo,0,0,7,0,0,7,5,0,17,0,0,0
26492,1580,2020-11-18T16:20:47.6598063Z,2019,18,0,15,5,0,12mo,0,0,13,0,0,18,3,0,18,0,0,0
26492,1581,2020-11-18T16:20:47.6608072Z,2019,45,19,34,30,0,6to,1,0,15,0,0,26,11,0,44,0,1,0
26492,1582,2020-11-18T16:20:47.6608072Z,2019,54,29,47,26,0,7mo,0,0,28,0,0,25,7,0,54,0,0,0
26492,1583,2020-11-18T16:20:47.6608072Z,2019,43,12,33,21,0,8vo,1,0,22,0,0,31,10,0,42,0,0,0
26492,1584,2020-11-18T16:20:47.6608072Z,2019,27,14,23,16,0,9no,0,0,11,0,0,13,4,0,27,0,0,0
26492,1585,2020-11-18T16:20:47.6618081Z,2019,108,84,98,25,0,Sin Grado,5,2,83,0,0,24,10,0,103,0,2,0
26492,31581,2021-06-24T13:18:15.8458134Z,2021,43,18,36,19,0,10mo,1,0,24,0,0,25,7,0,42,0,0,0
26492,31582,2021-06-24T13:18:15.8458134Z,2021,21,10,17,11,0,11mo,0,0,10,0,0,11,4,0,21,0,0,0
26492,31583,2021-06-24T13:18:15.8458134Z,2021,31,12,22,12,0,12mo,1,0,19,0,0,19,9,0,30,0,0,0
26492,31584,2021-06-24T13:18:15.8458134Z,2021,20,14,18,9,0,6to,0,1,11,0,0,6,2,0,20,0,0,0
26492,31585,2021-06-24T13:18:15.8468134Z,2021,28,16,23,16,0,7mo,0,3,12,0,0,12,5,0,28,0,0,0
26492,31586,2021-06-24T13:18:15.8468134Z,2021,51,19,38,32,0,8vo,1,0,19,0,0,32,13,0,50,0,1,0
26492,31587,2021-06-24T13:18:15.8468134Z,2021,52,26,38,23,0,9no,0,0,29,0,0,26,14,0,52,0,0,0
26492,31588,2021-06-24T13:18:15.8468134Z,2021,127,124,101,29,0,Sin Grado,4,0,98,0,0,3,26,0,123,0,1,0
26492,7584,2020-11-18T16:21:46.3919666Z,2020,23,10,20,12,0,10mo,0,0,11,0,0,13,3,0,23,0,0,0
26492,7585,2020-11-18T16:21:46.3919666Z,2020,31,14,26,12,0,11mo,1,0,19,0,0,17,5,0,30,0,0,0
26492,7586,2020-11-18T16:21:46.3919666Z,2020,8,4,4,5,0,12mo,0,0,3,0,0,4,4,0,8,0,0,0
26492,7587,2020-11-18T16:21:46.3929666Z,2020,30,18,28,18,0,6to,0,0,12,0,0,12,2,0,30,0,0,0
26492,7588,2020-11-18T16:21:46.3929666Z,2020,50,19,37,32,0,7mo,1,1,18,0,0,31,13,0,49,0,1,0
26492,7589,2020-11-18T16:21:46.3929666Z,2020,55,26,47,25,0,8vo,0,0,30,0,0,29,8,0,55,0,0,0
26492,7590,2020-11-18T16:21:46.3929666Z,2020,45,20,37,19,0,9no,1,1,26,0,0,25,8,0,44,0,0,0
26492,7591,2020-11-18T16:21:46.393967Z,2020,110,105,101,25,0,Sin Grado,3,0,85,0,0,5,9,0,107,0,1,0
28522,1715,2020-11-18T16:20:48.851596Z,2019,181,16,95,104,0,10mo,1,0,77,0,0,165,86,0,180,0,0,0
28522,1716,2020-11-18T16:20:48.851596Z,2019,121,7,72,66,0,11mo,3,0,55,0,0,114,49,0,118,0,0,0
28522,1717,2020-11-18T16:20:48.8525973Z,2019,145,0,75,91,0,12mo,2,1,54,0,0,145,70,0,143,0,0,0
28522,1718,2020-11-18T16:20:48.8525973Z,2019,253,25,153,145,0,9no,2,1,108,0,0,228,100,0,251,0,1,0
28522,31717,2021-06-24T13:18:17.1287324Z,2021,241,27,161,129,0,10mo,1,0,112,0,0,214,80,0,240,0,0,0
28522,31718,2021-06-24T13:18:17.1287324Z,2021,221,13,151,125,0,11mo,2,0,96,0,0,208,70,0,219,0,0,0
28522,31719,2021-06-24T13:18:17.1297334Z,2021,168,14,111,98,0,12mo,1,0,70,0,0,154,57,0,167,0,0,0
28522,31720,2021-06-24T13:18:17.1297334Z,2021,170,21,123,89,0,9no,3,0,81,0,0,149,47,0,167,0,2,0
28522,7720,2020-11-18T16:21:47.9059761Z,2020,236,19,126,138,0,10mo,2,0,98,0,0,217,110,0,234,0,0,0
28522,7721,2020-11-18T16:21:47.9059761Z,2020,172,18,101,99,0,11mo,1,0,73,0,0,154,71,0,171,0,0,0
28522,7722,2020-11-18T16:21:47.9059761Z,2020,114,7,61,62,0,12mo,3,1,52,0,0,107,53,0,111,0,0,0
28522,7723,2020-11-18T16:21:47.9059761Z,2020,246,30,143,131,0,9no,1,1,115,0,0,216,103,0,245,0,0,0
15438,30612,2021-06-24T13:18:10.6390792Z,2021,43,5,35,21,0,1ro,0,0,22,0,0,38,8,0,43,0,0,0
15438,30613,2021-06-24T13:18:10.6400792Z,2021,44,8,39,21,0,2do,1,0,23,0,0,36,5,0,43,0,0,0
15438,30614,2021-06-24T13:18:10.6400792Z,2021,45,8,33,22,0,3ro,0,0,23,0,0,37,12,0,45,0,0,0
15438,30615,2021-06-24T13:18:10.6410797Z,2021,60,26,52,26,0,4to,0,0,34,0,0,34,8,0,60,0,0,0
15438,30616,2021-06-24T13:18:10.6410797Z,2021,44,10,38,19,0,5to,2,0,25,0,0,34,6,0,42,0,0,0
15438,30617,2021-06-24T13:18:10.6420825Z,2021,47,10,44,20,0,K,1,1,27,0,0,37,3,0,46,0,0,0
15438,30618,2021-06-24T13:18:10.6420825Z,2021,7,7,5,1,0,Sin Grado,0,0,6,0,0,0,2,0,7,0,0,0
15438,614,2020-11-18T16:20:41.1734792Z,2019,42,9,31,26,0,1ro,1,0,16,0,0,33,11,0,41,0,0,0
15438,615,2020-11-18T16:20:41.1734792Z,2019,51,14,44,20,0,2do,1,0,31,0,0,37,7,0,50,0,0,0
15438,616,2020-11-18T16:20:41.1744828Z,2019,48,19,41,18,0,3ro,1,0,30,0,0,29,7,0,47,0,0,0
15438,617,2020-11-18T16:20:41.1744828Z,2019,45,14,37,24,0,4to,1,0,21,0,0,31,8,0,44,0,0,0
15438,618,2020-11-18T16:20:41.1744828Z,2019,59,18,51,31,0,5to,4,0,28,0,0,41,8,0,55,0,1,0
15438,619,2020-11-18T16:20:41.175481Z,2019,46,10,40,21,0,K,1,0,25,0,0,36,6,0,45,0,0,0
15438,620,2020-11-18T16:20:41.175481Z,2019,12,12,12,3,0,Sin Grado,0,0,9,0,0,0,0,0,12,0,0,0
15438,6614,2020-11-18T16:21:40.7472068Z,2020,41,9,36,19,0,1ro,1,0,22,0,0,32,5,0,40,0,0,0
15438,6615,2020-11-18T16:21:40.7472068Z,2020,45,9,31,24,0,2do,1,0,21,0,0,36,14,0,44,0,0,0
15438,6616,2020-11-18T16:21:40.7472068Z,2020,62,19,48,27,0,3ro,1,0,35,0,0,43,14,0,61,0,1,0
15438,6617,2020-11-18T16:21:40.7482072Z,2020,41,13,34,16,0,4to,2,0,25,0,0,28,7,0,39,0,0,0
15438,6618,2020-11-18T16:21:40.7482072Z,2020,45,13,36,27,0,5to,1,0,18,0,0,32,9,0,44,0,0,0
15438,6619,2020-11-18T16:21:40.7482072Z,2020,48,11,33,19,0,K,1,0,29,0,0,37,15,0,46,0,0,1
15438,6620,2020-11-18T16:21:40.7482072Z,2020,13,13,13,3,0,Sin Grado,0,0,10,0,0,0,0,0,13,0,0,0
40527,2601,2020-11-18T16:20:58.0527337Z,2019,47,8,34,25,0,1ro,0,2,22,0,0,39,13,0,47,0,0,0
40527,2602,2020-11-18T16:20:58.0537346Z,2019,73,8,50,35,0,2do,4,5,38,0,1,65,23,0,69,1,1,0
40527,2603,2020-11-18T16:20:58.0537346Z,2019,64,13,40,45,0,3ro,2,2,19,0,0,51,24,0,62,0,1,0
40527,2604,2020-11-18T16:20:58.0537346Z,2019,50,9,33,27,0,4to,4,1,23,0,0,41,17,1,45,0,0,0
40527,2605,2020-11-18T16:20:58.0547359Z,2019,44,6,27,22,0,5to,1,2,22,0,0,38,17,0,43,0,0,0
40527,2606,2020-11-18T16:20:58.0547359Z,2019,47,6,28,17,0,K,1,2,30,0,0,41,19,0,46,0,0,0
40527,32608,2021-06-24T13:18:26.23827Z,2021,48,11,36,27,0,1ro,2,2,21,0,0,37,12,0,46,0,0,0
40527,32609,2021-06-24T13:18:26.23827Z,2021,45,11,33,12,0,2do,0,1,33,0,0,34,12,0,45,0,0,0
40527,32610,2021-06-24T13:18:26.239271Z,2021,43,8,33,18,0,3ro,1,3,25,0,0,35,10,0,42,0,1,0
40527,32611,2021-06-24T13:18:26.239271Z,2021,71,6,50,38,0,4to,3,4,33,0,0,65,21,0,68,0,1,0
40527,32612,2021-06-24T13:18:26.239271Z,2021,63,12,39,44,0,5to,3,4,19,0,0,51,24,0,60,0,1,0
40527,32613,2021-06-24T13:18:26.239271Z,2021,41,3,33,24,0,K,0,1,17,0,0,38,8,0,41,0,0,0
40527,8612,2020-11-18T16:21:53.0424007Z,2020,54,8,29,19,0,1ro,1,1,35,0,0,46,25,0,52,0,0,1
40527,8613,2020-11-18T16:21:53.0424007Z,2020,45,7,30,22,0,2do,0,2,23,0,0,38,15,0,45,0,0,0
40527,8614,2020-11-18T16:21:53.0424007Z,2020,72,7,48,37,0,3ro,3,3,35,0,0,65,24,0,69,1,1,0
40527,8615,2020-11-18T16:21:53.0424007Z,2020,67,13,35,47,0,4to,3,4,20,0,0,54,32,0,64,0,1,0
40527,8616,2020-11-18T16:21:53.0434012Z,2020,55,9,31,33,0,5to,4,2,22,0,0,46,24,1,50,0,0,0
40527,8617,2020-11-18T16:21:53.0434012Z,2020,50,10,34,27,0,K,1,2,23,0,0,40,16,0,49,0,0,0
55871,33860,2021-06-24T13:18:35.757096Z,2021,36,11,35,23,0,6to,1,1,13,0,0,25,1,0,35,0,0,0
55871,33861,2021-06-24T13:18:35.7580965Z,2021,41,16,40,22,0,7mo,1,0,19,0,0,25,1,0,40,0,0,0
55871,33862,2021-06-24T13:18:35.7580965Z,2021,34,10,33,12,0,8vo,1,0,22,0,0,24,1,0,33,0,0,0
55871,33863,2021-06-24T13:18:35.7580965Z,2021,5,5,5,2,0,Sin Grado,0,0,3,0,0,0,0,0,5,0,0,0
55871,3837,2020-11-18T16:21:05.5697448Z,2019,38,13,35,13,0,6to,1,0,25,0,0,25,3,0,37,0,0,0
55871,3838,2020-11-18T16:21:05.5707457Z,2019,37,12,34,21,0,7mo,1,1,16,0,0,25,3,0,36,0,1,0
55871,3839,2020-11-18T16:21:05.5707457Z,2019,49,13,44,21,0,8vo,3,0,28,0,0,36,5,0,46,0,0,0
55871,3840,2020-11-18T16:21:05.5707457Z,2019,3,2,3,0,0,Sin Grado,0,1,3,0,0,1,0,0,3,0,0,0
55871,9854,2020-11-18T16:22:00.5223909Z,2020,43,16,43,22,0,6to,0,0,21,0,0,27,0,0,43,0,0,0
55871,9855,2020-11-18T16:22:00.5233914Z,2020,38,14,35,14,0,7mo,1,1,24,0,0,24,3,0,37,0,0,0
55871,9856,2020-11-18T16:22:00.5233914Z,2020,34,13,33,19,0,8vo,0,0,15,0,0,21,1,0,34,0,1,0
55871,9857,2020-11-18T16:22:00.5233914Z,2020,6,6,6,1,0,Sin Grado,0,0,5,0,0,0,0,0,6,0,0,0
71738,11416,2020-11-18T16:22:10.5660879Z,2020,41,14,29,25,0,1ro,0,0,16,0,0,27,12,0,41,0,0,0
71738,11417,2020-11-18T16:22:10.5660879Z,2020,36,12,27,19,0,2do,0,0,17,0,0,24,9,0,36,0,1,0
71738,11418,2020-11-18T16:22:10.5660879Z,2020,32,12,26,21,0,3ro,0,0,11,0,0,20,6,0,32,0,0,0
71738,11419,2020-11-18T16:22:10.5660879Z,2020,39,13,32,14,0,4to,0,0,25,0,0,26,7,0,39,0,0,0
71738,11420,2020-11-18T16:22:10.5660879Z,2020,45,11,39,24,0,5to,0,0,21,0,0,34,6,0,44,0,0,1
71738,11421,2020-11-18T16:22:10.5670888Z,2020,2,0,1,2,0,K,1,0,0,0,0,2,1,0,1,0,0,0
71738,11422,2020-11-18T16:22:10.5670888Z,2020,67,17,28,37,0,PK,0,0,30,0,0,50,39,0,67,0,0,0
71738,35438,2021-06-24T13:18:46.2306057Z,2021,26,11,17,15,0,1ro,0,0,11,0,0,15,9,0,26,0,0,0
71738,35439,2021-06-24T13:18:46.2306057Z,2021,35,11,28,21,0,2do,0,0,14,0,0,24,7,1,34,0,0,0
71738,35440,2021-06-24T13:18:46.2306057Z,2021,30,9,25,16,0,3ro,0,0,14,0,0,21,5,0,30,0,1,0
71738,35441,2021-06-24T13:18:46.2316062Z,2021,23,7,18,16,0,4to,0,0,7,0,0,16,5,0,23,0,0,0
71738,35442,2021-06-24T13:18:46.2316062Z,2021,31,11,26,10,0,5to,1,0,21,0,0,20,5,0,30,0,0,0
71738,35443,2021-06-24T13:18:46.2316062Z,2021,28,5,19,14,0,K,0,0,14,0,0,23,9,0,28,0,0,0
71738,35444,2021-06-24T13:18:46.2326076Z,2021,31,1,18,15,0,PK,0,1,16,0,0,30,13,2,29,0,0,0
71738,5408,2020-11-18T16:21:15.4753491Z,2019,45,15,33,20,0,1ro,0,0,25,0,0,30,12,0,45,0,0,0
71738,5409,2020-11-18T16:21:15.4753491Z,2019,47,13,36,32,0,2do,0,2,15,0,0,34,11,0,47,0,1,0
71738,5410,2020-11-18T16:21:15.4753491Z,2019,45,13,35,15,0,3ro,0,0,30,0,0,32,10,0,45,0,0,0
71738,5411,2020-11-18T16:21:15.4753491Z,2019,45,10,41,25,0,4to,0,0,20,0,0,35,4,0,45,0,0,0
71738,5412,2020-11-18T16:21:15.47635Z,2019,30,8,21,11,0,5to,0,0,19,0,0,22,9,0,30,0,0,0
71738,5413,2020-11-18T16:21:15.47635Z,2019,72,19,39,42,0,PK,0,0,30,0,0,53,33,0,72,0,0,0
31054,1898,2020-11-18T16:20:52.490026Z,2019,45,7,41,29,0,1ro,2,0,16,0,0,38,4,0,43,0,0,0
31054,1899,2020-11-18T16:20:52.490026Z,2019,37,9,29,22,0,2do,2,0,15,0,0,28,8,0,35,0,0,0
31054,1900,2020-11-18T16:20:52.490026Z,2019,40,11,38,20,0,3ro,0,1,20,0,0,29,2,0,40,0,0,0
31054,1901,2020-11-18T16:20:53.3916242Z,2019,46,11,43,18,0,4to,2,0,28,0,0,35,3,0,44,0,0,0
31054,1902,2020-11-18T16:20:53.3916242Z,2019,61,12,56,34,0,5to,1,0,27,0,0,49,5,2,58,1,0,0
31054,1903,2020-11-18T16:20:53.3926246Z,2019,75,18,65,31,0,6to,1,1,44,0,0,57,10,3,71,0,1,0
31054,1904,2020-11-18T16:20:53.3926246Z,2019,82,12,70,48,0,7mo,0,1,34,0,0,70,12,1,80,0,1,1
31054,1905,2020-11-18T16:20:53.3926246Z,2019,85,18,67,48,0,8vo,0,0,37,0,0,67,18,0,84,0,1,1
31054,1906,2020-11-18T16:20:53.3936255Z,2019,39,6,37,18,0,K,0,0,21,0,0,33,2,0,39,0,0,0
31054,1907,2020-11-18T16:20:53.3936255Z,2019,15,14,14,7,0,Sin Grado,0,1,8,0,0,1,1,0,15,0,0,0
31054,31903,2021-06-24T13:18:18.6738399Z,2021,23,5,20,10,0,1ro,0,0,13,0,0,18,3,0,23,0,0,0
31054,31904,2021-06-24T13:18:18.6748404Z,2021,47,11,45,20,0,2do,2,0,27,0,0,36,2,0,45,0,0,0
31054,31905,2021-06-24T13:18:18.6748404Z,2021,38,9,33,22,0,3ro,1,0,16,0,0,29,5,0,37,0,0,0
31054,31906,2021-06-24T13:18:18.6748404Z,2021,40,8,35,25,0,4to,5,0,15,0,0,32,5,0,35,0,0,0
31054,31907,2021-06-24T13:18:18.6748404Z,2021,50,16,45,20,0,5to,0,0,30,0,0,34,5,0,50,1,0,0
31054,31908,2021-06-24T13:18:18.6758413Z,2021,78,24,69,28,0,6to,1,0,50,0,0,54,9,0,77,0,0,0
31054,31909,2021-06-24T13:18:18.6758413Z,2021,78,16,71,41,0,7mo,0,0,37,0,0,62,7,1,77,0,0,0
31054,31910,2021-06-24T13:18:18.6758413Z,2021,65,16,58,24,0,8vo,3,0,41,0,0,49,7,0,62,0,0,0
31054,31911,2021-06-24T13:18:18.6768423Z,2021,23,6,19,9,0,K,1,0,14,0,0,17,4,0,22,0,0,0
31054,31912,2021-06-24T13:18:18.6768423Z,2021,13,12,11,5,0,Sin Grado,0,0,8,0,0,1,2,0,13,0,0,0
31054,7906,2020-11-18T16:21:49.1247902Z,2020,46,8,46,22,0,1ro,1,0,24,0,0,38,0,0,44,0,0,1
31054,7907,2020-11-18T16:21:49.1247902Z,2020,39,7,33,25,0,2do,2,0,14,0,0,32,6,0,37,0,0,0
31054,7908,2020-11-18T16:21:49.1247902Z,2020,34,5,25,19,0,3ro,2,0,15,0,0,29,9,0,32,0,0,0
31054,7909,2020-11-18T16:21:49.1247902Z,2020,52,16,49,24,0,4to,0,0,28,0,0,36,3,0,52,0,0,0
31054,7910,2020-11-18T16:21:49.1257902Z,2020,43,11,38,16,0,5to,0,0,27,0,0,32,5,0,43,0,0,0
31054,7911,2020-11-18T16:21:49.1257902Z,2020,75,17,61,37,0,6to,0,0,38,0,0,58,14,1,74,0,0,0
31054,7912,2020-11-18T16:21:49.1257902Z,2020,65,17,57,26,0,7mo,1,0,39,0,0,48,8,0,64,0,0,0
31054,7913,2020-11-18T16:21:49.126792Z,2020,75,9,60,48,0,8vo,1,0,27,0,0,66,15,0,74,0,0,0
31054,7914,2020-11-18T16:21:49.126792Z,2020,28,6,25,12,0,K,0,0,16,0,0,22,3,0,28,0,0,0
31054,7915,2020-11-18T16:21:49.126792Z,2020,11,11,10,6,0,Sin Grado,0,0,5,0,0,0,1,0,11,0,0,0
11023,118,2020-11-18T16:20:37.5560647Z,2019,111,32,78,56,0,6to,0,0,55,0,0,79,33,0,111,1,0,0
11023,119,2020-11-18T16:20:37.5570647Z,2019,122,41,90,60,0,7mo,0,0,62,0,0,81,32,0,122,1,0,0
11023,120,2020-11-18T16:20:37.5570647Z,2019,146,40,108,74,0,8vo,0,1,72,0,0,106,38,0,146,0,0,0
11023,121,2020-11-18T16:20:37.5570647Z,2019,18,17,12,5,0,Sin Grado,1,0,13,0,0,1,6,0,17,0,0,0
11023,30118,2021-06-24T13:18:06.2889588Z,2021,107,40,89,55,0,6to,4,1,52,0,0,67,18,0,103,0,0,0
11023,30119,2021-06-24T13:18:06.2889588Z,2021,111,42,90,53,0,7mo,0,0,58,0,0,69,21,0,111,2,0,0
11023,30120,2021-06-24T13:18:06.2889588Z,2021,104,35,80,53,0,8vo,1,0,51,0,0,69,24,0,103,1,0,0
11023,30121,2021-06-24T13:18:06.2889588Z,2021,9,9,7,2,0,Sin Grado,1,0,7,0,0,0,2,0,8,0,0,0
11023,6119,2020-11-18T16:21:38.2385304Z,2020,122,43,96,58,0,6to,1,1,64,0,0,79,26,0,121,3,0,0
11023,6120,2020-11-18T16:21:38.2395304Z,2020,107,35,77,53,0,7mo,1,0,54,0,0,72,30,0,106,1,0,0
11023,6121,2020-11-18T16:21:38.2395304Z,2020,121,36,90,63,0,8vo,0,0,58,0,0,85,31,0,121,1,0,0
11023,6122,2020-11-18T16:21:38.2395304Z,2020,15,15,11,2,0,Sin Grado,1,0,13,0,0,0,4,0,14,0,0,0
35774,2364,2020-11-18T16:20:55.7371891Z,2019,54,13,41,27,0,1ro,1,0,27,0,0,41,13,0,53,0,0,0
35774,2365,2020-11-18T16:20:55.7371891Z,2019,52,9,41,32,0,2do,1,0,20,0,0,43,11,0,51,0,0,0
35774,2366,2020-11-18T16:20:55.7381895Z,2019,58,20,43,30,0,3ro,2,0,28,0,0,38,15,0,56,0,0,0
35774,2367,2020-11-18T16:20:55.7381895Z,2019,49,20,40,22,0,4to,0,0,27,0,0,29,9,0,49,1,0,0
35774,2368,2020-11-18T16:20:55.7381895Z,2019,49,20,40,24,0,5to,0,0,25,0,0,29,9,0,49,0,0,0
35774,2369,2020-11-18T16:20:55.7391913Z,2019,44,6,37,33,0,K,0,0,11,0,0,38,7,0,44,0,0,0
35774,2370,2020-11-18T16:20:55.7391913Z,2019,16,2,12,9,0,PK,0,0,7,0,0,14,4,0,15,0,0,1
35774,32371,2021-06-24T13:18:23.3491924Z,2021,41,4,34,20,0,1ro,0,0,21,0,0,37,7,0,40,0,0,1
35774,32372,2021-06-24T13:18:23.3491924Z,2021,48,12,43,30,0,2do,1,0,18,0,0,36,5,0,47,0,0,0
35774,32373,2021-06-24T13:18:23.3491924Z,2021,49,9,38,24,0,3ro,0,0,25,0,0,40,11,0,49,1,0,0
35774,32374,2021-06-24T13:18:23.3491924Z,2021,48,7,38,33,0,4to,0,0,15,0,0,41,10,0,48,0,0,0
35774,32375,2021-06-24T13:18:23.3501929Z,2021,53,14,44,28,0,5to,1,0,25,0,0,39,9,0,52,0,1,0
35774,32376,2021-06-24T13:18:23.3501929Z,2021,37,10,33,20,0,K,0,0,17,0,0,27,4,1,36,0,0,0
35774,32377,2021-06-24T13:18:23.3501929Z,2021,15,2,12,6,0,PK,0,0,9,0,0,13,3,0,15,0,0,0
35774,8376,2020-11-18T16:21:51.4103132Z,2020,50,10,42,33,0,1ro,1,0,17,0,0,40,8,0,49,0,0,0
35774,8377,2020-11-18T16:21:51.4113146Z,2020,45,7,30,20,0,2do,0,0,25,0,0,38,15,0,45,1,0,0
35774,8378,2020-11-18T16:21:51.4113146Z,2020,48,9,36,34,0,3ro,0,0,14,0,0,39,12,0,48,0,0,0
35774,8379,2020-11-18T16:21:51.4123145Z,2020,54,16,37,28,0,4to,1,0,26,0,0,38,17,0,53,0,0,0
35774,8380,2020-11-18T16:21:51.4123145Z,2020,39,14,32,20,0,5to,0,0,19,0,0,25,7,0,39,1,0,0
35774,8381,2020-11-18T16:21:51.4123145Z,2020,37,4,26,18,0,K,0,0,19,0,0,33,11,0,36,0,0,1
35774,8382,2020-11-18T16:21:51.4123145Z,2020,16,1,12,9,0,PK,0,0,7,0,0,15,4,0,16,0,0,0
20776,1077,2020-11-18T16:20:43.8172399Z,2019,121,46,102,57,0,6to,1,9,64,0,0,75,19,0,120,0,0,0
20776,1078,2020-11-18T16:20:43.8172399Z,2019,121,42,93,58,0,7mo,0,10,63,0,0,79,28,0,121,0,0,0
20776,1079,2020-11-18T16:20:43.8172399Z,2019,151,53,116,67,0,8vo,0,9,84,0,0,98,35,0,150,0,1,1
20776,1080,2020-11-18T16:20:43.8182395Z,2019,10,10,9,6,0,Sin Grado,0,0,4,0,0,0,1,0,10,0,0,0
20776,31077,2021-06-24T13:18:12.0681039Z,2021,131,37,107,66,0,6to,0,2,65,0,0,94,24,0,131,0,0,0
20776,31078,2021-06-24T13:18:12.0681039Z,2021,140,46,113,70,0,7mo,1,2,70,0,0,94,27,0,139,0,0,0
20776,31079,2021-06-24T13:18:12.0691035Z,2021,131,52,112,62,0,8vo,1,4,69,0,0,79,19,0,130,0,0,0
20776,31080,2021-06-24T13:18:12.0691035Z,2021,9,9,8,2,0,Sin Grado,0,2,7,0,0,0,1,0,9,0,0,0
20776,7081,2020-11-18T16:21:43.6421334Z,2020,148,50,114,70,0,6to,1,1,78,0,0,98,34,0,147,0,0,0
20776,7082,2020-11-18T16:21:43.6431343Z,2020,138,52,111,62,0,7mo,1,4,76,0,0,86,27,0,137,0,0,0
20776,7083,2020-11-18T16:21:43.6431343Z,2020,114,32,87,56,0,8vo,1,6,58,0,0,82,27,0,113,0,0,0
20776,7084,2020-11-18T16:21:43.6431343Z,2020,11,11,10,3,0,Sin Grado,0,2,8,0,0,0,1,0,11,0,0,0
62422,10402,2020-11-18T16:22:04.1287951Z,2020,27,6,24,13,0,1ro,1,0,14,0,0,21,3,0,26,0,0,0
62422,10403,2020-11-18T16:22:04.1297942Z,2020,39,9,34,17,0,2do,2,1,22,0,0,30,5,0,37,0,0,0
62422,10404,2020-11-18T16:22:04.1297942Z,2020,44,16,41,22,0,3ro,4,0,22,0,0,28,3,0,40,0,0,0
62422,10405,2020-11-18T16:22:04.1297942Z,2020,48,16,39,29,0,4to,5,0,19,0,0,32,9,0,43,0,0,0
62422,10406,2020-11-18T16:22:04.1297942Z,2020,54,16,50,31,0,5to,2,0,23,0,0,38,4,0,52,0,0,0
62422,10407,2020-11-18T16:22:04.130796Z,2020,70,21,60,30,0,6to,2,0,40,0,0,49,10,0,68,0,0,0
62422,10408,2020-11-18T16:22:04.130796Z,2020,61,20,53,31,0,7mo,5,0,30,0,0,41,8,0,56,0,0,0
62422,10409,2020-11-18T16:22:04.130796Z,2020,53,9,46,30,0,8vo,3,0,23,0,0,44,7,0,50,0,0,0
62422,10410,2020-11-18T16:22:04.131796Z,2020,40,4,37,23,0,K,0,0,17,0,0,36,3,0,40,0,0,0
62422,10411,2020-11-18T16:22:04.131796Z,2020,4,4,4,0,0,Sin Grado,0,0,4,0,0,0,0,0,4,0,0,0
62422,34417,2021-06-24T13:18:39.4457397Z,2021,44,7,44,26,0,1ro,0,0,18,0,0,37,0,0,44,0,0,0
62422,34418,2021-06-24T13:18:39.4457397Z,2021,24,8,21,13,0,2do,0,0,11,0,0,16,3,0,24,0,0,0
62422,34419,2021-06-24T13:18:39.4467415Z,2021,43,10,42,20,0,3ro,2,0,23,0,0,33,1,0,41,0,0,0
62422,34420,2021-06-24T13:18:39.4467415Z,2021,40,15,36,21,0,4to,1,0,19,0,0,25,4,0,39,0,0,0
62422,34421,2021-06-24T13:18:39.4467415Z,2021,47,14,41,29,0,5to,4,0,18,0,0,33,6,0,43,0,0,0
62422,34422,2021-06-24T13:18:39.447742Z,2021,63,18,58,37,0,6to,4,0,26,0,0,45,5,0,59,0,0,0
