PartitionKey,RowKey,Timestamp,AcademicYear,All,Disabilities,EconomicallyDisadvantaged,Female,FosterCare,Grade,HispanicNOTPuertoRican,Homeless,Male,Migrants,MilitaryParent,NOTDisabilities,NOTEconomicallyDisadvantaged,OtherOrigin,PuertoRican,Section504,SpanishLearners,WhiteNOTHispanic
61853,4366,2020-11-18T16:21:09.7055011Z,2019,71,18,61,41,0,7mo,1,2,30,0,0,53,10,0,70,0,0,0
61853,4367,2020-11-18T16:21:09.7055011Z,2019,50,13,43,17,0,8vo,0,2,33,0,0,37,7,0,50,0,0,0
61853,4368,2020-11-18T16:21:09.7055011Z,2019,74,22,59,39,0,9no,1,4,35,0,0,52,15,0,73,0,0,0
61853,4369,2020-11-18T16:21:09.7065019Z,2019,9,8,9,3,0,Sin Grado,0,0,6,0,0,1,0,0,9,0,0,0
12740,30417,2021-06-24T13:18:09.4872526Z,2021,21,6,19,6,0,1ro,0,0,15,0,0,15,2,0,21,0,0,0
12740,30418,2021-06-24T13:18:09.4882531Z,2021,19,7,19,9,0,2do,0,0,10,0,0,12,0,0,19,0,0,0
12740,30419,2021-06-24T13:18:09.4882531Z,2021,18,7,16,10,0,3ro,0,0,8,0,0,11,2,0,18,0,1,0
12740,30420,2021-06-24T13:18:09.4882531Z,2021,33,17,29,21,0,4to,0,0,12,0,0,16,4,0,33,1,0,0
12740,30421,2021-06-24T13:18:09.4892545Z,2021,17,6,12,7,0,5to,0,0,10,0,0,11,5,0,17,2,0,0
12740,30422,2021-06-24T13:18:09.4892545Z,2021,28,11,23,13,0,6to,0,0,15,0,0,17,5,0,28,0,0,0
12740,30423,2021-06-24T13:18:09.4892545Z,2021,26,10,25,15,0,7mo,0,0,11,0,0,16,1,0,26,1,1,0
12740,30424,2021-06-24T13:18:09.490255Z,2021,20,8,19,9,0,8vo,0,0,11,0,0,12,1,0,20,0,0,0
12740,30425,2021-06-24T13:18:09.490255Z,2021,18,4,16,11,0,K,0,0,7,0,0,14,2,0,18,0,0,0
12740,30426,2021-06-24T13:18:09.490255Z,2021,10,10,10,4,0,Sin Grado,0,0,6,0,0,0,0,0,10,0,0,0
12740,419,2020-11-18T16:20:40.0627372Z,2019,18,7,16,10,0,1ro,0,0,8,0,0,11,2,0,18,0,1,0
12740,420,2020-11-18T16:20:40.0627372Z,2019,35,15,31,22,0,2do,0,0,13,0,0,20,4,0,35,1,0,0
12740,421,2020-11-18T16:20:40.0627372Z,2019,23,8,18,13,0,3ro,0,0,10,0,0,15,5,0,23,2,1,0
12740,422,2020-11-18T16:20:40.0627372Z,2019,26,10,21,15,0,4to,0,4,11,0,1,16,5,0,26,0,1,0
12740,423,2020-11-18T16:20:40.0637381Z,2019,25,10,18,12,0,5to,0,1,13,0,0,15,7,0,25,1,0,0
12740,424,2020-11-18T16:20:40.0637381Z,2019,19,7,18,10,0,6to,0,0,9,0,0,12,1,0,19,0,0,0
12740,425,2020-11-18T16:20:40.0637381Z,2019,27,6,21,16,0,7mo,0,1,11,0,0,21,6,0,27,1,1,0
12740,426,2020-11-18T16:20:40.0637381Z,2019,22,7,20,10,0,8vo,0,2,12,0,0,15,2,0,22,0,0,0
12740,427,2020-11-18T16:20:40.0637381Z,2019,25,11,21,15,0,K,0,0,10,0,0,14,4,0,25,0,0,0
12740,428,2020-11-18T16:20:40.0647381Z,2019,23,22,23,5,0,Sin Grado,0,2,18,0,0,1,0,0,23,0,0,0
12740,6420,2020-11-18T16:21:39.661481Z,2020,17,6,17,11,0,1ro,0,0,6,0,0,11,0,0,17,0,0,0
12740,6421,2020-11-18T16:21:39.661481Z,2020,16,7,14,9,0,2do,0,0,7,0,0,9,2,0,16,0,1,0
12740,6422,2020-11-18T16:21:39.661481Z,2020,35,17,33,23,0,3ro,0,0,12,0,0,18,2,0,35,2,0,0
12740,6423,2020-11-18T16:21:39.6624814Z,2020,14,2,10,9,0,4to,0,0,5,0,0,12,4,0,14,2,0,0
12740,6424,2020-11-18T16:21:39.6624814Z,2020,25,8,20,11,0,5to,0,0,14,0,0,17,5,0,25,0,0,0
12740,6425,2020-11-18T16:21:39.6624814Z,2020,23,9,18,14,0,6to,0,0,9,0,0,14,5,0,23,1,0,0
12740,6426,2020-11-18T16:21:39.6624814Z,2020,18,6,17,10,0,7mo,0,0,8,0,0,12,1,0,18,0,0,0
12740,6427,2020-11-18T16:21:39.6624814Z,2020,26,6,21,14,0,8vo,0,0,12,0,0,20,5,0,26,1,0,0
12740,6428,2020-11-18T16:21:39.6634836Z,2020,19,4,17,5,0,K,0,0,14,0,0,15,2,0,19,0,0,0
12740,6429,2020-11-18T16:21:39.6634836Z,2020,26,26,25,7,0,Sin Grado,1,2,19,0,0,0,1,0,25,0,0,0
71886,11455,2020-11-18T16:22:10.5740933Z,2020,108,38,95,50,0,6to,2,0,58,0,0,70,13,0,106,0,1,0
71886,11456,2020-11-18T16:22:10.575095Z,2020,147,44,139,64,0,7mo,1,1,83,0,0,103,8,0,146,0,0,0
71886,11457,2020-11-18T16:22:10.575095Z,2020,119,27,108,67,0,8vo,3,0,52,0,0,92,11,0,116,0,0,0
71886,11458,2020-11-18T16:22:10.575095Z,2020,15,15,15,3,0,Sin Grado,0,0,12,0,0,0,0,0,15,0,0,0
71886,35476,2021-06-24T13:18:46.2476181Z,2021,103,33,96,50,0,6to,2,1,53,0,0,70,7,0,101,1,0,0
71886,35477,2021-06-24T13:18:46.2476181Z,2021,112,42,97,51,0,7mo,3,1,61,0,0,70,15,0,109,0,1,0
71886,35478,2021-06-24T13:18:46.2486195Z,2021,133,42,107,60,0,8vo,0,0,73,0,0,91,26,0,133,0,0,0
71886,35479,2021-06-24T13:18:46.2486195Z,2021,11,11,11,3,0,Sin Grado,0,0,8,0,0,0,0,0,11,0,0,0
71886,5446,2020-11-18T16:21:15.4803535Z,2019,138,44,122,64,0,6to,1,1,74,0,0,94,16,0,137,0,0,0
71886,5447,2020-11-18T16:21:15.4803535Z,2019,151,34,137,72,0,7mo,2,0,79,0,0,117,14,0,149,0,1,0
71886,5448,2020-11-18T16:21:15.4803535Z,2019,148,34,131,76,0,8vo,4,0,72,0,0,114,17,0,144,0,0,0
71886,5449,2020-11-18T16:21:15.4813531Z,2019,29,24,27,11,0,Sin Grado,1,2,18,0,0,5,2,0,28,0,0,0
55483,33847,2021-06-24T13:18:35.7530932Z,2021,76,19,64,38,0,1ro,0,0,38,0,0,57,12,0,76,0,0,0
55483,33848,2021-06-24T13:18:35.7530932Z,2021,98,28,87,58,0,2do,0,0,40,0,0,70,11,0,98,0,0,0
55483,33849,2021-06-24T13:18:35.7530932Z,2021,85,23,70,37,0,3ro,0,0,48,0,0,62,15,0,84,0,0,1
55483,33850,2021-06-24T13:18:35.7540937Z,2021,89,29,70,40,0,4to,1,0,49,0,0,60,19,0,88,0,0,0
55483,33851,2021-06-24T13:18:35.7540937Z,2021,80,24,67,40,0,5to,0,0,40,0,0,56,13,0,80,0,1,0
55483,33852,2021-06-24T13:18:35.7540937Z,2021,65,8,60,43,0,K,0,0,22,0,0,57,5,0,65,0,0,0
55483,33853,2021-06-24T13:18:35.7540937Z,2021,18,1,16,10,0,PK,0,0,8,0,0,17,2,0,18,0,0,0
55483,3824,2020-11-18T16:21:05.5717461Z,2019,81,22,57,38,0,1ro,1,0,43,0,1,59,24,0,80,0,0,0
55483,3825,2020-11-18T16:21:05.5717461Z,2019,105,30,74,45,0,2do,2,0,60,0,0,75,31,3,100,0,0,0
55483,3826,2020-11-18T16:21:05.5717461Z,2019,94,34,68,44,0,3ro,1,0,50,0,1,60,26,0,93,0,3,0
55483,3827,2020-11-18T16:21:05.5727466Z,2019,97,28,70,54,0,4to,2,0,43,0,0,69,27,0,95,0,1,0
55483,3828,2020-11-18T16:21:05.5727466Z,2019,123,24,83,74,0,5to,2,0,49,0,0,99,40,0,121,3,0,0
55483,3829,2020-11-18T16:21:05.5727466Z,2019,91,21,73,54,0,K,0,0,37,0,0,70,18,0,91,0,0,0
55483,3830,2020-11-18T16:21:05.5737475Z,2019,17,1,14,6,0,PK,0,0,11,0,0,16,3,0,16,0,0,1
55483,9841,2020-11-18T16:22:00.5243927Z,2020,108,26,90,63,0,1ro,0,1,45,0,0,82,18,0,108,0,0,0
55483,9842,2020-11-18T16:22:00.5253932Z,2020,101,30,73,46,0,2do,0,0,55,0,0,71,28,0,100,0,0,1
55483,9843,2020-11-18T16:22:00.5253932Z,2020,110,40,77,48,0,3ro,1,0,62,0,0,70,33,2,107,0,0,0
55483,9844,2020-11-18T16:22:00.5253932Z,2020,93,29,64,45,0,4to,0,0,48,0,0,64,29,0,93,0,1,0
55483,9845,2020-11-18T16:22:00.5253932Z,2020,97,27,67,52,0,5to,2,1,45,0,0,70,30,1,93,0,1,1
55483,9846,2020-11-18T16:22:00.5253932Z,2020,88,23,61,41,0,K,0,0,47,0,0,65,27,0,86,0,0,2
55483,9847,2020-11-18T16:22:00.5263936Z,2020,20,1,1,13,0,PK,0,0,7,0,0,19,19,0,20,0,0,0
10637,30067,2021-06-24T13:18:05.9156918Z,2021,32,7,27,15,0,1ro,1,0,17,0,0,25,5,0,31,0,0,0
10637,30068,2021-06-24T13:18:05.9156918Z,2021,11,2,8,4,0,2do,0,0,7,0,0,9,3,0,11,0,0,0
10637,30069,2021-06-24T13:18:05.9166923Z,2021,22,6,20,14,0,3ro,0,0,8,0,0,16,2,0,22,0,0,0
10637,30070,2021-06-24T13:18:05.9166923Z,2021,24,7,18,13,0,4to,0,0,11,0,0,17,6,0,24,1,0,0
10637,30071,2021-06-24T13:18:05.9166923Z,2021,14,5,11,9,0,5to,0,0,5,0,0,9,3,0,14,0,0,0
10637,30072,2021-06-24T13:18:05.9166923Z,2021,14,4,12,7,0,6to,0,0,7,0,0,10,2,0,14,1,0,0
10637,30073,2021-06-24T13:18:05.9166923Z,2021,27,6,24,13,0,7mo,0,0,14,0,0,21,3,0,27,0,0,0
10637,30074,2021-06-24T13:18:05.9176937Z,2021,12,7,11,3,0,8vo,0,0,9,0,0,5,1,0,12,0,0,0
10637,30075,2021-06-24T13:18:05.9176937Z,2021,18,6,13,6,0,K,1,0,12,0,0,12,5,0,17,0,0,0
10637,30076,2021-06-24T13:18:05.9176937Z,2021,9,9,7,3,0,Sin Grado,0,0,6,0,0,0,2,0,9,0,0,0
10637,6068,2020-11-18T16:21:37.6981695Z,2020,13,1,11,4,0,1ro,0,0,9,0,0,12,2,0,13,0,0,0
10637,6069,2020-11-18T16:21:37.6981695Z,2020,23,6,23,15,0,2do,0,0,8,0,0,17,0,0,23,0,0,0
10637,6070,2020-11-18T16:21:37.6981695Z,2020,22,8,20,11,0,3ro,0,0,11,0,0,14,2,0,22,0,0,0
10637,6071,2020-11-18T16:21:37.6981695Z,2020,15,4,14,8,0,4to,1,0,7,0,0,11,1,0,14,0,0,0
10637,6072,2020-11-18T16:21:37.6981695Z,2020,16,5,15,6,0,5to,1,0,10,0,0,11,1,0,15,0,0,0
10637,6073,2020-11-18T16:21:37.6991699Z,2020,27,7,25,13,0,6to,0,0,14,0,0,20,2,0,27,0,0,0
10637,6074,2020-11-18T16:21:37.6991699Z,2020,14,8,13,5,0,7mo,0,0,9,0,0,6,1,0,14,0,0,0
10637,6075,2020-11-18T16:21:37.6991699Z,2020,22,7,22,12,0,8vo,0,0,10,0,0,15,0,0,22,0,0,0
10637,6076,2020-11-18T16:21:37.6991699Z,2020,34,7,32,12,0,K,0,0,22,0,0,27,2,0,34,0,0,0
10637,6077,2020-11-18T16:21:37.6991699Z,2020,12,12,10,5,0,Sin Grado,0,0,7,0,0,0,2,0,12,0,0,0
10637,67,2020-11-18T16:20:36.7004974Z,2019,25,5,24,16,0,1ro,0,0,9,0,0,20,1,0,25,0,0,0
10637,68,2020-11-18T16:20:36.7004974Z,2019,27,13,25,12,0,2do,0,0,15,0,0,14,2,0,27,0,0,0
10637,69,2020-11-18T16:20:36.7014983Z,2019,14,4,13,6,0,3ro,1,0,8,0,0,10,1,0,13,0,0,0
10637,70,2020-11-18T16:20:36.7014983Z,2019,15,5,14,6,0,4to,1,0,9,0,0,10,1,0,14,0,0,0
10637,71,2020-11-18T16:20:36.7014983Z,2019,21,5,20,12,0,5to,0,0,9,0,0,16,1,0,21,0,0,0
10637,72,2020-11-18T16:20:36.7014983Z,2019,15,8,14,6,0,6to,0,1,9,0,0,7,1,0,15,0,0,0
10637,73,2020-11-18T16:20:36.7014983Z,2019,19,6,18,10,0,7mo,0,0,9,0,0,13,1,0,19,0,0,0
10637,74,2020-11-18T16:20:36.7024992Z,2019,22,5,19,12,0,8vo,0,0,10,0,0,17,3,0,22,0,0,0
10637,75,2020-11-18T16:20:36.7024992Z,2019,14,2,12,7,0,K,0,0,7,0,0,12,2,0,14,0,0,0
10637,76,2020-11-18T16:20:36.7024992Z,2019,10,10,7,3,0,Sin Grado,0,2,7,0,0,0,3,0,10,0,0,0
51342,33396,2021-06-24T13:18:31.5770985Z,2021,37,21,30,14,0,1ro,0,0,23,0,0,16,7,0,37,0,0,0
51342,33397,2021-06-24T13:18:31.5770985Z,2021,33,9,28,18,0,2do,1,0,15,0,0,24,5,0,32,0,0,0
51342,33398,2021-06-24T13:18:31.5770985Z,2021,40,13,29,19,0,3ro,1,0,21,0,0,27,11,0,39,0,0,0
51342,33399,2021-06-24T13:18:31.5780986Z,2021,37,8,27,17,0,4to,1,0,20,0,0,29,10,0,36,0,0,0
51342,33400,2021-06-24T13:18:32.440718Z,2021,39,10,29,21,0,5to,0,0,18,0,0,29,10,0,39,0,0,0
51342,33401,2021-06-24T13:18:32.440718Z,2021,37,8,33,15,0,K,0,0,22,0,0,29,4,0,37,0,0,0
51342,33402,2021-06-24T13:18:32.4417181Z,2021,3,2,3,1,0,Sin Grado,0,0,2,0,0,1,0,0,3,0,0,0
51342,3371,2020-11-18T16:21:02.1474658Z,2019,47,16,32,19,0,1ro,0,0,28,0,0,31,15,0,47,0,0,0
51342,3372,2020-11-18T16:21:02.1474658Z,2019,39,7,24,19,0,2do,0,0,20,0,0,32,15,1,38,0,0,0
51342,3373,2020-11-18T16:21:02.1474658Z,2019,42,10,33,20,0,3ro,1,0,22,0,0,32,9,0,41,0,0,0
51342,3374,2020-11-18T16:21:02.1484658Z,2019,48,14,39,19,0,4to,1,0,29,0,0,34,9,0,47,0,0,0
51342,3375,2020-11-18T16:21:02.1484658Z,2019,49,10,33,26,0,5to,0,0,23,0,0,39,16,0,49,0,0,0
51342,3376,2020-11-18T16:21:02.1484658Z,2019,46,20,37,23,0,K,0,0,23,0,0,26,9,0,46,0,0,0
51342,3377,2020-11-18T16:21:02.1494667Z,2019,14,11,7,2,0,Sin Grado,0,0,12,0,0,3,7,0,14,0,0,0
51342,9391,2020-11-18T16:21:58.0137162Z,2020,33,9,26,19,0,1ro,2,0,14,0,0,24,7,0,31,0,0,0
51342,9392,2020-11-18T16:21:58.0137162Z,2020,38,10,24,18,0,2do,0,0,20,0,0,28,14,0,38,0,0,0
51342,9393,2020-11-18T16:21:58.0147158Z,2020,34,8,23,14,0,3ro,0,0,20,0,0,26,11,0,34,0,0,0
51342,9394,2020-11-18T16:21:58.0147158Z,2020,34,8,25,17,0,4to,0,0,17,0,0,26,9,0,34,0,0,0
51342,9395,2020-11-18T16:21:58.0147158Z,2020,40,12,29,18,0,5to,1,0,22,0,0,28,11,0,39,0,0,0
51342,9396,2020-11-18T16:21:58.0147158Z,2020,39,20,29,13,0,K,0,0,26,0,0,19,10,0,39,0,0,0
51342,9397,2020-11-18T16:21:58.0157162Z,2020,9,8,8,3,0,Sin Grado,0,0,6,0,0,1,1,0,9,0,0,0
17772,30766,2021-06-24T13:18:11.1974787Z,2021,173,70,141,72,0,10mo,4,0,101,0,0,103,32,0,166,0,0,3
17772,30767,2021-06-24T13:18:11.1974787Z,2021,183,46,132,90,0,11mo,0,0,93,0,0,137,51,0,183,0,0,0
17772,30768,2021-06-24T13:18:11.1974787Z,2021,160,40,118,88,0,12mo,0,1,72,0,0,120,42,0,160,0,0,0
17772,30769,2021-06-24T13:18:11.1974787Z,2021,191,60,151,99,0,9no,1,1,92,0,0,131,40,0,189,0,0,1
17772,6769,2020-11-18T16:21:41.4436677Z,2020,190,50,142,94,0,10mo,2,0,96,0,0,140,48,0,188,0,0,0
17772,6770,2020-11-18T16:21:41.4436677Z,2020,176,46,135,98,0,11mo,1,0,78,0,0,130,41,0,175,0,0,0
17772,6771,2020-11-18T16:21:41.4446681Z,2020,180,44,115,88,0,12mo,1,0,92,0,0,136,65,0,179,0,1,0
17772,6772,2020-11-18T16:21:41.4446681Z,2020,180,71,150,76,0,9no,4,0,104,0,0,109,30,0,175,0,0,1
17772,768,2020-11-18T16:20:42.1161063Z,2019,179,46,134,94,0,10mo,0,1,85,0,0,133,45,0,179,0,0,0
17772,769,2020-11-18T16:20:42.1161063Z,2019,192,45,123,89,0,11mo,0,2,103,0,0,147,69,0,192,0,1,0
17772,770,2020-11-18T16:20:42.1161063Z,2019,164,0,122,74,0,12mo,2,1,90,0,0,164,42,1,161,0,0,0
17772,771,2020-11-18T16:20:42.1161063Z,2019,190,56,139,84,0,9no,1,1,106,0,0,134,51,0,189,0,0,0
40139,2514,2020-11-18T16:20:57.6264511Z,2019,38,10,33,19,0,1ro,1,0,19,0,0,28,5,0,37,0,0,0
40139,2515,2020-11-18T16:20:57.6264511Z,2019,31,6,27,13,0,2do,2,0,18,0,0,25,4,0,29,0,0,0
40139,2516,2020-11-18T16:20:57.6274529Z,2019,43,14,33,17,0,3ro,1,0,26,0,0,29,10,1,41,0,0,0
40139,2517,2020-11-18T16:20:57.6274529Z,2019,45,6,32,25,0,4to,1,0,20,0,0,39,13,0,44,0,0,0
40139,2518,2020-11-18T16:20:57.6274529Z,2019,52,17,37,32,0,5to,1,0,20,0,0,35,15,0,51,0,0,0
40139,2519,2020-11-18T16:20:57.6284525Z,2019,36,7,28,16,0,K,0,0,20,0,1,29,8,0,36,0,0,0
40139,2520,2020-11-18T16:20:57.6284525Z,2019,17,4,13,11,0,PK,0,0,6,0,0,13,4,0,17,0,0,0
40139,32522,2021-06-24T13:18:25.2195396Z,2021,28,9,24,16,0,1ro,0,0,12,0,0,19,4,1,27,0,0,0
40139,32523,2021-06-24T13:18:25.2195396Z,2021,29,10,28,11,0,2do,0,0,18,0,0,19,1,0,29,0,0,0
40139,32524,2021-06-24T13:18:25.2205405Z,2021,35,11,28,20,0,3ro,0,0,15,0,0,24,7,0,35,0,0,0
40139,32525,2021-06-24T13:18:25.2205405Z,2021,38,9,29,18,0,4to,1,0,20,0,0,29,9,0,37,0,0,0
40139,32526,2021-06-24T13:18:25.2205405Z,2021,39,15,30,16,0,5to,0,0,23,0,0,24,9,1,38,0,0,0
40139,32527,2021-06-24T13:18:25.2205405Z,2021,26,6,22,8,0,K,0,0,18,0,0,20,4,0,26,0,0,0
40139,32528,2021-06-24T13:18:25.2215414Z,2021,16,4,14,8,0,PK,0,0,8,0,0,12,2,0,16,0,0,0
40139,8527,2020-11-18T16:21:52.6261222Z,2020,29,7,24,14,0,1ro,0,0,15,0,0,22,5,0,29,0,0,0
40139,8528,2020-11-18T16:21:52.6261222Z,2020,26,6,21,17,0,2do,0,0,9,0,0,20,5,0,26,0,0,0
40139,8529,2020-11-18T16:21:52.6261222Z,2020,29,7,25,11,0,3ro,1,0,18,0,0,22,4,0,28,0,0,0
40139,8530,2020-11-18T16:21:52.6261222Z,2020,36,13,27,12,0,4to,0,0,24,0,0,23,9,1,35,0,0,0
40139,8531,2020-11-18T16:21:52.6271231Z,2020,42,7,29,26,0,5to,1,0,16,0,0,35,13,0,41,0,0,0
40139,8532,2020-11-18T16:21:52.6271231Z,2020,34,12,24,17,0,K,1,0,17,0,0,22,10,0,33,0,0,0
40139,8533,2020-11-18T16:21:52.6271231Z,2020,15,0,11,7,0,PK,0,0,8,0,0,15,4,0,15,0,0,0
33647,2176,2020-11-18T16:20:54.6074342Z,2019,65,16,46,25,0,1ro,1,0,40,0,0,49,19,0,64,0,0,0
33647,2177,2020-11-18T16:20:54.6084351Z,2019,65,18,46,38,0,2do,1,0,27,0,0,47,19,0,64,0,0,0
33647,2178,2020-11-18T16:20:54.6084351Z,2019,62,14,40,39,0,3ro,1,0,23,0,0,48,22,0,61,0,0,0
33647,2179,2020-11-18T16:20:54.6084351Z,2019,59,11,41,30,0,4to,0,0,29,0,0,48,18,0,59,0,0,0
33647,2180,2020-11-18T16:20:54.6084351Z,2019,68,11,52,31,0,5to,0,0,37,0,0,57,16,0,68,0,0,0
33647,2181,2020-11-18T16:20:54.6084351Z,2019,1,0,1,0,0,6to,0,0,1,0,0,1,0,0,1,0,0,0
33647,2182,2020-11-18T16:20:54.6094355Z,2019,50,10,43,20,0,K,1,0,30,0,0,40,7,0,49,0,0,0
33647,2183,2020-11-18T16:20:54.6094355Z,2019,13,13,10,1,0,Sin Grado,0,0,12,0,0,0,3,0,13,0,0,0
33647,32182,2021-06-24T13:18:20.9304582Z,2021,66,13,50,29,0,1ro,0,0,37,0,0,53,16,0,66,0,0,0
33647,32183,2021-06-24T13:18:20.9314587Z,2021,70,21,53,32,0,2do,0,0,38,0,0,49,17,0,70,0,0,0
33647,32184,2021-06-24T13:18:20.9314587Z,2021,76,15,61,38,0,3ro,1,0,38,0,0,61,15,0,75,0,0,0
33647,32185,2021-06-24T13:18:20.9314587Z,2021,63,11,50,36,0,4to,1,0,27,0,0,52,13,0,62,0,0,0
33647,32186,2021-06-24T13:18:20.9314587Z,2021,70,12,54,42,0,5to,1,0,28,0,0,58,16,0,69,0,0,0
33647,32187,2021-06-24T13:18:20.9324597Z,2021,75,26,65,37,0,K,0,0,38,0,0,49,10,0,75,0,0,0
33647,32188,2021-06-24T13:18:20.9324597Z,2021,12,1,9,8,0,PK,0,0,4,0,0,11,3,0,12,0,0,0
33647,32189,2021-06-24T13:18:20.9324597Z,2021,13,12,10,3,0,Sin Grado,0,0,10,0,0,1,3,0,13,0,0,0
33647,8188,2020-11-18T16:21:50.2675527Z,2020,65,20,49,29,0,1ro,0,0,36,0,0,45,16,0,65,0,0,0
33647,8189,2020-11-18T16:21:50.2675527Z,2020,75,15,57,33,0,2do,1,0,42,0,0,60,18,0,74,0,0,0
33647,8190,2020-11-18T16:21:50.2675527Z,2020,58,15,42,35,0,3ro,1,0,23,0,0,43,16,0,57,0,0,0
33647,8191,2020-11-18T16:21:50.268554Z,2020,67,13,42,41,0,4to,1,0,26,0,0,54,25,0,66,0,0,0
33647,8192,2020-11-18T16:21:50.268554Z,2020,65,13,42,30,0,5to,0,0,35,0,0,52,23,0,65,0,0,0
33647,8193,2020-11-18T16:21:50.268554Z,2020,69,12,57,36,0,K,0,0,33,0,0,57,12,0,69,0,0,0
33647,8194,2020-11-18T16:21:50.268554Z,2020,16,3,12,9,0,PK,0,0,7,0,0,13,4,0,16,0,0,0
33647,8195,2020-11-18T16:21:50.268554Z,2020,15,15,10,3,0,Sin Grado,0,0,12,0,0,0,5,0,15,0,0,0
61580,10307,2020-11-18T16:22:03.6995072Z,2020,52,12,49,25,0,1ro,2,4,27,0,0,40,3,0,50,0,0,0
61580,10308,2020-11-18T16:22:03.7005081Z,2020,49,16,48,22,0,2do,5,8,27,0,0,33,1,0,44,0,0,0
61580,10309,2020-11-18T16:22:03.7005081Z,2020,32,7,30,16,0,3ro,5,4,16,0,0,25,2,0,27,0,0,0
61580,10310,2020-11-18T16:22:03.7005081Z,2020,42,12,41,21,0,4to,8,8,21,0,0,30,1,0,34,0,0,0
61580,10311,2020-11-18T16:22:03.7015086Z,2020,55,11,48,32,0,5to,13,5,23,0,0,44,7,0,42,0,0,0
61580,10312,2020-11-18T16:22:03.7015086Z,2020,40,13,39,22,0,K,2,3,18,0,0,27,1,0,38,0,0,0
61580,34322,2021-06-24T13:18:38.6081397Z,2021,45,13,45,22,0,1ro,2,0,23,0,0,32,0,0,43,0,0,0
61580,34323,2021-06-24T13:18:38.6081397Z,2021,45,11,42,21,0,2do,2,0,24,0,0,34,3,0,43,0,0,0
61580,34324,2021-06-24T13:18:38.6081397Z,2021,51,15,49,22,0,3ro,5,0,29,0,0,36,2,0,46,0,0,0
61580,34325,2021-06-24T13:18:38.6081397Z,2021,30,8,28,15,0,4to,3,0,15,0,0,22,2,0,27,0,0,0
61580,34326,2021-06-24T13:18:38.6091407Z,2021,43,12,42,21,0,5to,9,0,22,0,0,31,1,0,34,0,0,0
61580,34327,2021-06-24T13:18:38.6091407Z,2021,38,6,38,19,0,K,1,0,19,0,0,32,0,0,37,0,0,0
61580,4293,2020-11-18T16:21:09.0440631Z,2019,48,12,47,25,0,1ro,0,3,23,0,0,36,1,0,47,0,0,1
61580,4294,2020-11-18T16:21:09.0440631Z,2019,47,16,43,26,0,2do,9,5,21,0,0,31,4,0,37,0,0,1
61580,4295,2020-11-18T16:21:09.0450649Z,2019,45,17,44,20,0,3ro,7,3,25,0,0,28,1,0,38,0,0,0
61580,4296,2020-11-18T16:21:09.0450649Z,2019,65,18,58,35,0,4to,15,4,30,0,0,47,7,0,50,0,0,0
61580,4297,2020-11-18T16:21:09.0450649Z,2019,72,13,67,33,0,5to,8,3,39,0,0,59,5,0,64,0,0,0
61580,4298,2020-11-18T16:21:09.0460653Z,2019,1,0,0,1,0,6to,0,0,0,0,0,1,1,0,1,0,0,0
61580,4299,2020-11-18T16:21:09.0460653Z,2019,53,11,48,25,0,K,1,1,28,0,0,42,5,0,52,0,0,0
46672,3082,2020-11-18T16:21:00.3482626Z,2019,56,22,42,31,0,1ro,1,1,25,0,0,34,14,0,55,0,1,0
46672,3083,2020-11-18T16:21:00.3482626Z,2019,48,13,37,29,0,2do,0,0,19,0,0,35,11,0,47,0,3,1
46672,3084,2020-11-18T16:21:00.3482626Z,2019,47,14,44,26,0,3ro,2,0,21,0,0,33,3,0,45,0,1,0
46672,3085,2020-11-18T16:21:00.3492649Z,2019,45,21,40,21,0,4to,0,0,24,0,0,24,5,1,44,0,1,0
46672,3086,2020-11-18T16:21:00.3492649Z,2019,54,28,47,29,0,5to,3,0,25,0,0,26,7,0,50,0,1,1
46672,3087,2020-11-18T16:21:00.3492649Z,2019,66,25,57,32,0,6to,2,0,34,0,0,41,9,0,64,0,1,0
46672,3088,2020-11-18T16:21:00.3502644Z,2019,74,26,52,34,0,7mo,0,0,40,0,0,48,22,0,74,0,1,0
46672,3089,2020-11-18T16:21:00.3502644Z,2019,83,36,73,43,0,8vo,1,0,40,0,0,47,10,0,82,1,1,0
46672,3090,2020-11-18T16:21:00.3502644Z,2019,46,13,39,24,0,K,0,0,22,0,0,33,7,1,45,0,0,0
46672,3091,2020-11-18T16:21:00.3512657Z,2019,7,6,7,0,0,Sin Grado,0,0,7,0,0,1,0,0,7,0,0,0
46672,33093,2021-06-24T13:18:29.8408529Z,2021,56,15,52,34,0,1ro,2,0,22,0,0,41,4,0,53,0,0,1
46672,33094,2021-06-24T13:18:29.8418542Z,2021,40,11,35,20,0,2do,0,0,20,0,0,29,5,1,39,0,0,0
46672,33095,2021-06-24T13:18:29.8418542Z,2021,48,14,41,24,0,3ro,1,0,24,0,0,34,7,0,47,0,2,0
46672,33096,2021-06-24T13:18:29.8418542Z,2021,52,22,42,29,0,4to,0,0,23,0,0,30,10,0,52,0,1,0
46672,33097,2021-06-24T13:18:29.8428547Z,2021,48,18,39,24,0,5to,1,0,24,0,0,30,9,0,47,0,0,0
46672,33098,2021-06-24T13:18:29.8428547Z,2021,47,20,41,21,0,6to,0,0,26,0,0,27,6,0,47,0,0,0
46672,33099,2021-06-24T13:18:29.8428547Z,2021,64,25,55,31,0,7mo,2,0,33,0,0,39,9,0,61,0,1,1
